"1","Haramaki","Un'haramaki, chiamata anche ""scaldapancia"", è una semplice fascia di seta rivestita di cotta di maglia o di piastre di metallo articolate, da legare all'altezza dello stomaco per proteggerlo.","1","300",NULL,"Armatura"
"2","Imbottita",NULL,"10","500",NULL,"Armatura"
"3","Kilt Corazzato","Questo oggetto, pensato principalmente per difendere le gambe e il basso ventre, può essere utilizzato da solo o collegato a un'altra armatura leggera o media per renderla più efficace. Un'armatura leggera o media con abbinato un kilt corazzato conta, rispettivamente, come armatura media o pesante. Attaccare un kilt corazzato a un'armatura pesante non modifica in nessun modo il bonus CA concesso dall'armatura.","15","2000",NULL,"Armatura"
"4","Armatura Cerimoniale di Seta","Queste vesti, usate a scopi cerimoniali, o a volte indossate (senza fornire nessun beneficio aggiuntivo) sopra armature più pesanti, sono costituite da vari strati di stoffa e uno strato esterno di seta, finemente intessuto di disegni di broccato dorato e ricoperto con borchie di metallo.","4","3000",NULL,"Armatura"
"5","Imbottitura Trapuntata","Questa forma migliorata di armatura imbottita ha strati interni creati per intrappolare frecce, dardi, shuriken, pugnali lanciati ed altre piccole armi da lancio. Queste armi, quando colpiscono, tendono a venire bloccate da questi strati e non producono ferite. Si ottiene RD 3/— contro attacchi di questo tipo. Gli strati dell’armatura non hanno effetto contro altri tipi di armi.","15","10000",NULL,"Armatura"
"6","Cuoio",NULL,"15","1000",NULL,"Armatura"
"7","Corazza Lamellare",NULL,"8","1500",NULL,"Armatura"
"8","Armatura di Palissandro","Questa armatura completa di cuoio è avvolta in speciali viti di rosa. Trattare questa armatura come un'armatura di cuoio chiodata. I viticci devono essere innaffiati con almeno 3,7 litri d'acqua al giorno o avvizziranno e moriranno, trasformando l'armatura in una semplice armatura di cuoio.","15","5000",NULL,"Armatura"
"9","Armatura di Legno","Questa armatura di cuoio ha pezzi di legno temprati a fuoco cuciti sui punti vitali. Pur non essendo efficace come le armature di metallo, offre maggiore protezione rispetto al semplice cuoio. A differenza del metallo, il legno permette di galleggiare, e la penalità di armatura alla prova per le prove di Nuotare è 0.","25","2000",NULL,"Armatura"
"10","Cuoio Borchiato",NULL,"20","2500",NULL,"Armatura"
"11","Lamellare di Cuoio",NULL,"25","6000",NULL,"Armatura"
"12","Giaco di Maglia",NULL,"25","10000",NULL,"Armatura"
"13","Pelle",NULL,"25","1500",NULL,"Armatura"
"14","Manto Corazzato",NULL,"20","5000",NULL,"Armatura"
"15","Armatura Kikko","È composta da varie piastre esagonali di ferro cucite sul tessuto. Le piastre possono essere nascoste da un altro strato di tessuto o lasciate scoperte.","25","3000",NULL,"Armatura"
"16","Corazza di Scaglie",NULL,"30","5000",NULL,"Armatura"
"17","Lamellare di Corno",NULL,"30","10000",NULL,"Armatura"
"18","Do-Maru","L'armatura do-maru, la più leggera tra tutte quelle da samurai, avvolge il corpo del portatore come una giubba corazzata. È composta principalmente da lamelle ed è priva di un pettorale solido o maniche. Consente quindi al portatore una maggiore flessibilità rispetto alle armature più pesanti.","30","20000",NULL,"Armatura"
"19","Armatura a Dischi","Questa armatura è composta da quattro piastre legate assieme da cinghie di cuoio all'altezza delle spalle. Due dischi rotondi proteggono il lato frontale e posteriore del portatore, mentre due piastre rettangolari più piccole coprono i fianchi del torace. L'armatura a dischi si indossa sopra una cotta di maglia per ottenere maggiore protezione e include un elmetto con spuntoni e un cappuccio di cotta di maglia.","45","4500",NULL,"Armatura"
"20","Cotta di Maglia",NULL,"40","15000",NULL,"Armatura"
"21","Lamellare di Acciaio",NULL,"35","15000",NULL,"Armatura"
"22","Corazza di Piastre",NULL,"30","20000",NULL,"Armatura"
"23","Armatura della Montagna",NULL,"40","25000",NULL,"Armatura"
"24","Corazza di Piastre Flessibile","Questa corazza di piastre è fatta in modo da permettere maggiore agilità nelle attività fisiche. La penalità di armatura alla prova per le prove di Scalare e saltare è soltanto –1 (le versioni perfette e di mithral riducono anche questa penalità oltre a quella normale).","25","40000",NULL,"Armatura"
"25","Lamellare di Ferro",NULL,"50","20000",NULL,"Armatura"
"26","Corazza a Strisce","Questa corazza è fatta di strette strisce metalliche verticali, come quella di bande. Comprende i guanti d’arme.","45","20000",NULL,"Armatura"
"27","Corazza di Bande",NULL,"35","25000",NULL,"Armatura"
"28","Kusari Gusoku",NULL,"45","35000",NULL,"Armatura"
"29","Tatami-Do","La tatami-do, indossata dai samurai come alternativa più leggera alla o-yoroi, è un'armatura da campo a corpo completo che combina varie componenti lamellari di metallo e kikko per formare un'armatura di maglia con uno sostrato di tessuto. Solitamente include un elmo kabuto richiudibile o un cappuccio corazzato, oltre a protezione per le braccia, le spalle e le cosce.","45","100000",NULL,"Armatura"
"30","Giaco di Pietra",NULL,"45","50000",NULL,"Armatura"
"31","Mezza Armatura",NULL,"50","60000",NULL,"Armatura"
"32","Mezza Armatura Flessibile","Questo tipo di mezza armatura è fatta in modo da permettere maggiore agilità nelle attività fisiche. La penalità di armatura alla prova per le prove di Acrobazia per saltare e di Scalare è soltanto –4 (le versioni perfette e di mithral riducono anche questa penalità oltre a quella normale). In più, a differenza delle normali armature pesanti, chi la indossa può correre al quadruplo della sua velocità invece che soltanto al triplo.","55","85000",NULL,"Armatura"
"33","O-Yoroi","La o-yoroi, o ""grande armatura"", indossata quasi esclusivamente da samurai di alto rango è un'armatura pesante da combattimento composta da varie componenti supplementari che includono sia elementi a piastre che lamellari. Ogni singola armatura è fabbricata appositamente per uno specifico individuo ed esprime i gusti estetici del proprietario. Una volta completata, l'armatura viene colorata e sigillata con uno strato finale di laccatura. Il pezzo centrale di una o-yoroi è una corazza composta da due parti, un rinforzo separato per il lato destro chiamato waidate, e una corazza kikko. La parte superiore del waidate è composta da una piastra di ferro ricoperta di cuoio. Le cinghie di cuoio della corazza, chiamate watagami, sono a loro volta protette da piastre di metallo. Numerosi pezzi supplementari sono fissati alla corazza, tra cui ampi guardaspalle lamellari, una manica kikko per il braccio dello scudo, schiniere di ferro laccate e indossate su gambali di seta imbottita e una protezione per il bacino. Tuttavia, l'elemento più distintivo di ogni armatura è l'elmo kabuto a strati e la maschera ho-ate che lo accompagna. Le maschere ho-ate possono essere fatte di cuoio indurito o di metallo, e sono lavorate per riprodurre volti terribili come quelli degli oni, dei draghi o di altri esseri mitologici.","45","170",NULL,"Armatura"
"34","Armatura Completa","Questa armatura comprende guanti d’arme, pesanti calzari di cuoio, un elmo con visiera e uno spesso strato di imbottitura che si indossa sotto. Ogni armatura completa deve essere adattata al suo proprietario da un esperto fabbricante di armature, anche se un’armatura conquistata può essere modificata per un nuovo possessore a un costo variabile tra le 200 e le 800 (2d4 x 100) monete d’oro.","50","150",NULL,"Armatura"
"35","Buckler",NULL,"5","500",NULL,"Mano"
"36","Scudo Leggero di Legno","Uno scudo si aggancia all’avambraccio e lo si tiene con la mano. Il peso scarso di uno scudo leggero permette di trasportare altri oggetti in quella mano, anche se non si possono usare armi.
Legno o Metallo: Gli scudi di legno o di metallo generalmente offrono la stessa protezione base, anche se rispondono in modo diverso ad alcuni incantesimi ed effetti.
Attacchi con lo Scudo: È possibile colpire violentemente un avversario con uno scudo leggero. Vedi “scudo leggero” alla Tabella: Armi per i danni inflitti da un attacco con lo scudo. Usato in questo modo, lo scudo leggero è un’arma da guerra contundente. Per quanto riguarda le penalità di attacco, bisogna considerare lo scudo leggero come un’arma leggera. Se si usa lo scudo come un’arma, si perde il suo bonus alla CA fino al turno successivo. Un bonus di potenziamento su uno scudo non migliora l’efficacia del colpo con lo scudo, ma lo scudo stesso può essere reso un’arma magica.","5","300",NULL,"Mano"
"37","Scudo Leggero di Metallo","Uno scudo si aggancia all’avambraccio e lo si tiene con la mano. Il peso scarso di uno scudo leggero permette di trasportare altri oggetti in quella mano, anche se non si possono usare armi.
Legno o Metallo: Gli scudi di legno o di metallo generalmente offrono la stessa protezione base, anche se rispondono in modo diverso ad alcuni incantesimi ed effetti.
Attacchi con lo Scudo: È possibile colpire violentemente un avversario con uno scudo leggero. Vedi “scudo leggero” alla Tabella: Armi per i danni inflitti da un attacco con lo scudo. Usato in questo modo, lo scudo leggero è un’arma da guerra contundente. Per quanto riguarda le penalità di attacco, bisogna considerare lo scudo leggero come un’arma leggera. Se si usa lo scudo come un’arma, si perde il suo bonus alla CA fino al turno successivo. Un bonus di potenziamento su uno scudo non migliora l’efficacia del colpo con lo scudo, ma lo scudo stesso può essere reso un’arma magica.","6","900",NULL,"Mano"
"38","Scudo Rapido Leggero di Legno","Questo scudo leggero ha speciali legami che permettono ad un personaggio competente negli scudi di impugnarlo o rimetterlo via sulla sua schiena in fretta e con facilità. Se si possiede Bonus di Attacco Base +1 o superiore è possibile impugnarlo o riporlo come azione veloce in combinazione con un normale movimento. Se si possiede il talento Combattere con Due Armi è possibile estrarre un’arma leggera o a una mano con una mano e uno scudo rapido nel tempo che normalmente sarebbe richiesto per estrarre un’arma. Se si possiede il talento Estrazione Rapida, è possibile impugnare o riporre uno scudo rapido come azione gratuita.","6","5300",NULL,"Mano"
"39","Scudo Rapido Leggero di Metallo","Questo scudo leggero ha speciali legami che permettono ad un personaggio competente negli scudi di impugnarlo o rimetterlo via sulla sua schiena in fretta e con facilità. Se si possiede Bonus di Attacco Base +1 o superiore è possibile impugnarlo o riporlo come azione veloce in combinazione con un normale movimento. Se si possiede il talento Combattere con Due Armi è possibile estrarre un’arma leggera o a una mano con una mano e uno scudo rapido nel tempo che normalmente sarebbe richiesto per estrarre un’arma. Se si possiede il talento Estrazione Rapida, è possibile impugnare o riporre uno scudo rapido come azione gratuita.","7","5900",NULL,"Mano"
"40","Scudo Pesante di Legno","Uno scudo si aggancia all’avambraccio e lo si tiene con la mano. Uno scudo di questo tipo è troppo pesante per poter usare la mano dello scudo per qualcos’altro.
Legno o Metallo: Gli scudi di legno o di metallo generalmente offrono la stessa protezione base, anche se rispondono in modo diverso ad alcuni incantesimi e effetti.
Attacchi con lo Scudo: È possibile colpire violentemente un avversario con uno scudo pesante. Vedi “scudo pesante” alla Tabella: Armi per i danni inflitti da un attacco con lo scudo. Usato in questo modo, lo scudo pesante è un’arma da guerra contundente. Per quanto riguarda le penalità di attacco, bisogna considerare lo scudo pesante come un’arma ad una mano. Se si usa lo scudo come un’arma, si perde il suo bonus alla CA fino al turno successivo. Un bonus di potenziamento su uno scudo non migliora l’efficacia del colpo con lo scudo, ma lo scudo stesso può essere reso un’arma magica.","10","700",NULL,"Mano"
"41","Scudo Pesante di Metallo","Uno scudo si aggancia all’avambraccio e lo si tiene con la mano. Uno scudo di questo tipo è troppo pesante per poter usare la mano dello scudo per qualcos’altro.
Legno o Metallo: Gli scudi di legno o di metallo generalmente offrono la stessa protezione base, anche se rispondono in modo diverso ad alcuni incantesimi e effetti.
Attacchi con lo Scudo: È possibile colpire violentemente un avversario con uno scudo pesante. Vedi “scudo pesante” alla Tabella: Armi per i danni inflitti da un attacco con lo scudo. Usato in questo modo, lo scudo pesante è un’arma da guerra contundente. Per quanto riguarda le penalità di attacco, bisogna considerare lo scudo pesante come un’arma ad una mano. Se si usa lo scudo come un’arma, si perde il suo bonus alla CA fino al turno successivo. Un bonus di potenziamento su uno scudo non migliora l’efficacia del colpo con lo scudo, ma lo scudo stesso può essere reso un’arma magica.","15","2000",NULL,"Mano"
"42","Scudo Torre","Questo massiccio scudo di legno è alto quasi quanto colui che lo tiene. In situazioni normali fornisce il bonus di scudo alla CA indicato, ma come azione standard lo si può anche utilizzare per ottenere una Copertura Totale fino al proprio turno successivo. Per fare ciò bisogna scegliere un lato del proprio spazio. Quel lato è trattato come un muro solido per tutti gli attacchi diretti contro di sé soltanto. Si ottiene copertura totale contro gli attacchi che passano attraverso questo lato e nessuna copertura per quegli attacchi che non passano attraverso quel lato). Uno scudo torre, comunque, non protegge da incantesimi con un bersaglio specifico; un incantatore può lanciare un incantesimo sull'utilizzatore sfruttando come bersaglio lo scudo che sta tenendo. Non si può colpire violentemente con uno scudo torre, e la mano che tiene lo scudo non può fare nient'altro.
Quando si utilizza uno scudo torre in combattimento si subisce penalità –2 al Tiro per Colpire a causa dell'ingombro dello scudo.","45","3000",NULL,"Mano"
"43","Colpo Senz'Armi","Un personaggio di taglia Media infligge 1d3 Danni Non Letali con un colpo senz'armi. Un personaggio di taglia Piccola infligge 1d2 danni non letali. Un Monaco o qualsiasi altro personaggio che possiede il talento Colpo Senz'Armi Migliorato può scegliere di infliggere danni letali o Danni Non Letali. I danni da un colpo senz'armi sono considerati danni da arma per quanto riguarda gli effetti che forniscono un bonus ai danni da arma.
Un colpo senz'armi è sempre considerato come fosse un'arma leggera. È quindi possibile usare il talento Arma Accurata per applicare il modificatore di Destrezza al posto del modificatore di Forza al Tiro per Colpire con un colpo senz'armi. I colpi senz'armi non contano come armi naturali (vedi Combattimento).","0","0",NULL,"Mano"
"44","Guanto d'Arme",NULL,"1","200",NULL,"Mano"
"45","Tirapugni",NULL,"1","100",NULL,"Mano"
"46","Aspersorio da Battaglia","Il nome di quest’arma, una mazza leggera con la testa cava, viene dall’aspersorio comune, un oggetto utilizzato dai sacerdoti per spruzzare acquasanta. Quando si colpisce una creatura, dai piccoli fori nella testa della mazza esce acquasanta; le creature che normalmente subiscono danni dall’acquasanta subiscono 1 danno oltre ai normali danni della mazza (un aspersorio non magico può infliggere danni dovuti all’acquasanta ad una creatura Incorporea, anche se la mazza vera e propria non infligge danni). Dopo 5 colpi, l’aspersorio da battaglia si svuota e deve essere riempito. Riempirlo di acquasanta è un’azione standard che provoca Attacchi di Opportunità (come bere una pozione). Un aspersorio pieno viene di solito tenuto con la testa rivolta in alto, per evitare perdite di acquasanta.","4","500",NULL,"Mano"
"47","Cestus","Il cestus è un guanto di pelle o di tessuto resistente che copre il braccio dalle dita all’avambraccio. Quest’arma da combattimento ravvicinato è rinforzata da piastre di metallo sulle dita e spesso coperta da spine sul dorso della mano e sui polsi. Quando si indossa un cestus si è considerati armati e si è in grado di infliggere danni letali con un colpo senz’armi. Se si è competenti nel cestus si può scegliere se infliggere danni contundenti o perforanti con un colpo senz’armi. I Monaci sono competenti nel cestus. Quando si utilizza un cestus, le dita sono quasi del tutto esposte, così da poter portare o impugnare oggetti con le mani, ma la costrizione dell'arma sulle nocche comporta penalità –2 a tutte le azioni che richiedono precisione e coinvolgono l'uso delle mani (ad esempio Scassinare una Serratura).","1","500",NULL,"Mano"
"48","Falcetto",NULL,"2","600",NULL,"Mano"
"49","Guanto d'Arme Chiodato",NULL,"1","500",NULL,"Mano"
"50","Mazza Leggera",NULL,"4","500",NULL,"Mano"
"51","Paletto di Legno",NULL,"1","0",NULL,"Mano"
"52","Pugnale","Il pugnale è dotato di una lama lunga circa 30 cm. Se si vuole nascondere un pugnale su di sé, si applica bonus +2 alle prove di Rapidità di Mano (vedi Utilizzare le abilità).","1","200",NULL,"Mano"
"53","Pugnale da Mischia",NULL,"1","200",NULL,"Mano"
"54","Lancia Corta",NULL,"3","100",NULL,"Mano"
"55","Mazza Pesante",NULL,"8","1200",NULL,"Mano"
"56","Morning Star",NULL,"6","800",NULL,"Mano"
"57","Randello",NULL,"3","0",NULL,"Mano"
"58","Randello Mere (P)",NULL,"2","200",NULL,"Mano"
"59","Baionetta",NULL,"1","500",NULL,"Mano"
"60","Bastone Ferrato",NULL,"4","0",NULL,"Mano"
"61","Lancia",NULL,"6","200",NULL,"Mano"
"62","Lancia da Cinghiale","Questa lancia dalla punta a spirale ha una barra di metallo perpendicolare all'asta a metà della sua lunghezza. Se si prepara un'azione per puntare quest'arma contro una Carica e l'attacco colpisce, si ottiene Bonus di Scudo +2 alla CA contro la creatura colpita fino al proprio turno successivo.","8","500",NULL,"Mano"
"63","Lancia Lunga",NULL,"9","500",NULL,"Mano"
"64","Balestra Leggera","Una balestra leggera si carica tirando una leva. Caricare una balestra leggera è un'azione di movimento che provoca Attacchi d'Opportunità.
Normalmente una balestra leggera richiede due mani per essere utilizzata. Si può comunque sparare, ma non caricare, una balestra leggera con una mano con penalità –2 al Tiro per Colpire. È possibile sparare con due balestre leggere tenendole una in ogni mano, ma si subiscono penalità al tiro per colpire come se si attaccasse con due armi leggere. Questa penalità è cumulativa con la penalità applicata quando si spara con una mano sola.","4","3500",NULL,"Mano"
"65","Balestra Pesante","Una balestra pesante si carica girando una piccola manovella. Caricare una balestra è un'azione di round completo che provoca attacchi di opportunità. Normalmente una balestra pesante richiede due mani per essere utilizzata. Si può comunque sparare, ma non caricare, una balestra pesante con una mano con penalità –4 al tiro per colpire. È possibile sparare con due balestre pesanti tenendole una in ogni mano, ma si subiscono penalità al Tiro per Colpire come se si attaccasse con due armi a una mano. Questa penalità è cumulativa con la penalità applicata quando si spara con una mano sola.","8","5000",NULL,"Mano"
"66","Cerbottana",NULL,"1","200",NULL,"Mano"
"67","Fionda",NULL,"0","0",NULL,"Mano"
"68","Giavellotto","Quest’arma è una lancia leggera e flessibile concepita per essere lanciata. Dal momento che non è concepita per l’uso in mischia, si è considerati come non competenti e si subisce penalità –4 al Tiro per Colpire in mischia se si usa un giavellotto in un attacco ravvicinato.","2","100",NULL,"Mano"
"69","Ascia",NULL,"3","600",NULL,"Mano"
"70","Ascia da Lancio",NULL,"2","800",NULL,"Mano"
"71","Astrum",NULL,"3","2400",NULL,"Mano"
"72","Bastone Animato","Questa sottile lama leggera è contenuta in una custodia di legno che la nasconde. È possibile estrarre la lama come azione veloce (o gratuita se si possiede il talento Estrazione Rapida). Chi osserva deve effettuare una prova di Percezione con CD 20 per rendersi conto che un bastone animato non estratto è un'arma invece che un bastone da passeggio; la CD scende a 10 se anche chi osserva è competente nell'arma.","4","4500",NULL,"Mano"
"73","Dardo Wushu (5)",NULL,"0","100",NULL,"Mano"
"74","Gladio (G)",NULL,"3","1500",NULL,"Mano"
"75","Jutte",NULL,"1","800",NULL,"Mano"
"76","Kerambit","Questo piccolo pugnale ricurvo è dotato di un anello di metallo alla base dell'impugnatura che permette di sorreggerlo con un dito o legarlo ai capelli con un laccio. Anche se piccola, la lama ricurva può infliggere ferite brutali. E' facile da nascondere (bonus +2 alle prove di Rapidità di Mano effettuate per nascondere il kerambit sul proprio corpo), ed è una delle armi occultabili preferite da Ninja e Assassini.","0","200",NULL,"Mano"
"77","Kukri",NULL,"2","800",NULL,"Mano"
"78","Lungchuan Tamo",NULL,"1","500",NULL,"Mano"
"79","Manganello",NULL,"2","100",NULL,"Mano"
"80","Martello Leggero",NULL,"2","100",NULL,"Mano"
"81","Pennello di Ferro",NULL,"0","200",NULL,"Mano"
"82","Piccone Leggero",NULL,"3","400",NULL,"Mano"
"83","Shang Gou",NULL,"1","600",NULL,"Mano"
"84","Spada Corta",NULL,"2","1000",NULL,"Mano"
"85","Spada Farfalla",NULL,"1","2000",NULL,"Mano"
"86","Tonfa",NULL,"1","100",NULL,"Mano"
"87","Ascia da Battaglia",NULL,"6","1000",NULL,"Mano"
"88","Dao a Nove Anelli",NULL,"4","1500",NULL,"Mano"
"89","Ji Dao Lin Doppio",NULL,"3","1200",NULL,"Mano"
"90","Klar",NULL,"6","1200",NULL,"Mano"
"91","Martello da Guerra",NULL,"5","1200",NULL,"Mano"
"92","Mazzafrusto","Un mazzafrusto consiste in una sfera chiodata di metallo appesa ad una robusta catena che pende da un grosso manico, di varie dimensioni e peso.","5","800",NULL,"Mano"
"93","Piccone Pesante",NULL,"6","800",NULL,"Mano"
"94","Scimitarra",NULL,"4","1500",NULL,"Mano"
"95","Scissor (G)","Lo scissor è un tubo indurito che si adatta all'avambraccio del portatore e termina con una lama semicircolare usata per sferrare devastanti attacchi in mischia taglienti. Lo scissor conferisce Bonus di Scudo +1 alla CA, ma se il personaggio attacca con la lama, perde il bonus alla CA per quel round e subisce penalità -1 ai Tiri per Colpire con lo scissor. Finché si indossa uno scissor, non si può usare quella mano per fare altro. Uno scissor conferisce a chi lo indossa bonus +10 alla DMC per evitare di essere disarmato dallo scissor. Indossare uno scissor è un'azione di round completo.
","3","2000",NULL,"Mano"
"96","Sibat",NULL,"2","200",NULL,"Mano"
"97","Spada Lunga",NULL,"4","1500",NULL,"Mano"
"98","Stocco","È possibile utilizzare il talento Arma Accurata per applicare il modificatore di Destrezza al posto del modificatore di Forza al Tiro per Colpire con uno stocco della propria misura, anche se non è considerato un'arma leggera. Non si può utilizzare lo stocco con due mani per aggiungere una volta e mezzo il bonus di Forza ai danni.","2","2000",NULL,"Mano"
"99","Terbutje (P)","Questo lungo asse di legno temprato, chiamato anche macuahuitl, è tempestato di denti di squalo, frammenti di ossidiana, vetro o materiali simili per tutta la sua lunghezza.","2","500",NULL,"Mano"
"100","Tridente",NULL,"4","1500",NULL,"Mano"
"101","Alabarda",NULL,"12","1000",NULL,"Mano"
"102","Alabarda Tridente",NULL,"8","500",NULL,"Mano"
"103","Ascia Bipenne",NULL,"12","2000",NULL,"Mano"
